Type;Name;Unit;Definition;Output_of_model(s);Input_to_model(s);Defined by
variable;Final Energy|Residential and Commercial|Heat;EJ/yr;final energy consumption by the residential & commercial sector of heat (e.g., district heat, process heat, solar heating and warm water), excluding transmission/distribution losses;;;
variable;Final Energy|Residential and Commercial|Hydrogen;EJ/yr;final energy consumption by the residential & commercial sector of hydrogen;;;
variable;Final Energy|Residential and Commercial|Liquids;EJ/yr;final energy consumption by the residential & commercial sector of refined liquids (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids);;;
variable;Final Energy|Residential and Commercial|Liquids|Biomass;EJ/yr;final energy consumption by the residential & commercial sector of liquid biofuels;;;
variable;Final Energy|Residential and Commercial|Liquids|Electricity;EJ/yr;"final energy consumption by the residential & commercial sector of liquid efuels (""power-to-liquid"")";;;
variable;Final Energy|Residential and Commercial|Liquids|Fossil;EJ/yr;final energy consumption by the residential & commercial sector of liquids from fossil origin (conventional & unconventional petroleum, coal-to-liquids, gas-to-liquids);;;
variable;Final Energy|Residential and Commercial|Other;EJ/yr;final energy consumption by the residential & commercial sector of other sources that do not fit to any other category (please provide a definition of the sources in this category in the 'comments' tab);;;
variable;Final Energy|Residential and Commercial|Solids;EJ/yr;final energy solid fuel consumption by the residential & commercial sector (including coal and solid biomass);;;
variable;Final Energy|Residential and Commercial|Solids|Biomass;EJ/yr;final energy consumption by the residential & commercial sector of solid biomass (modern and traditional), excluding final energy consumption of bioliquids which are reported in the liquids category;;;
variable;Final Energy|Residential and Commercial|Solids|Biomass|Traditional;EJ/yr;final energy consumed in the residential & commercial sector of solid biomass (traditional);;;
variable;Final Energy|Residential and Commercial|Solids|Fossil;EJ/yr;final energy consumption of fossil solids by the residential & commercial sector;;;
variable;Final Energy|Residential|Electricity;EJ/yr;final energy consumption by the residential sector of electricity (including on-site solar PV), excluding transmission/distribution losses;;;
variable;Final Energy|Residential|Gases;EJ/yr;final energy consumption by the residential sector of gases (natural gas, biogas, coal-gas), excluding transmission/distribution losses;;;
variable;Final Energy|Residential|Gases|Biomass;EJ/yr;final energy consumption by the residential sector of biogas, excluding transmission/distribution losses;;;
variable;Final Energy|Residential|Gases|Electricity;EJ/yr;"final energy consumption by the residential sector of synthetic e-fuel gas (""power-to-gas""), excluding transmission/distribution losses";;;
variable;Final Energy|Residential|Gases|Fossil;EJ/yr;final energy consumption by the residential sector of  synthetic or derived gases of fossil origin, excluding transmission/distribution losses;;;
variable;Final Energy|Residential|Heat;EJ/yr;final energy consumption by the residential sector of heat (e.g., district heat, process heat, solar heating and warm water), excluding transmission/distribution losses;;;
variable;Final Energy|Residential|Hydrogen;EJ/yr;final energy consumption by the residential sector of hydrogen;;;
variable;Final Energy|Residential|Liquids;EJ/yr;final energy consumption by the residential sector of refined liquids (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids);;;
variable;Final Energy|Residential|Liquids|Biomass;EJ/yr;final energy consumption by the residential sector of liquid biofuels;;;
variable;Final Energy|Residential|Liquids|Electricity;EJ/yr;"final energy consumption by the residential sector of liquid efuels (""power-to-liquid"")";;;
variable;Final Energy|Residential|Liquids|Fossil;EJ/yr;final energy consumption by the residential sector of liquids from fossil origin (conventional & unconventional petroleum, coal-to-liquids, gas-to-liquids);;;
variable;Final Energy|Residential|Other;EJ/yr;final energy consumption by the residential sector of other sources that do not fit to any other category (please provide a definition of the sources in this category in the 'comments' tab);;;
variable;Final Energy|Residential|Solids;EJ/yr;final energy solid fuel consumption by the residential sector (including coal and solid biomass);;;
variable;Final Energy|Residential|Solids|Biomass;EJ/yr;final energy solid biomass consumption by the residential sector;;;
variable;Final Energy|Residential|Solids|Biomass|Traditional;EJ/yr;final energy solid traditional biomass consumption by the residential sector;;;
variable;Final Energy|Residential|Solids|Fossil;EJ/yr;final energy consumption of fossil solids by the residential sector;;;
variable;Final Energy|Transportation;EJ/yr;final energy consumed in the transportation sector, excluding bunker fuels, excluding pipelines;;;
variable;Final Energy|Transportation (w/ bunkers);EJ/yr;final energy consumed in the transportation sector, including bunker fuels, excluding pipelines;;;
variable;Final Energy|Transportation|Electricity;EJ/yr;final energy consumption by the transportation sector of electricity (including on-site solar PV), excluding transmission/distribution losses;;;
variable;Final Energy|Transportation|Gases;EJ/yr;final energy consumption by the transportation sector of gases (natural gas, biogas, coal-gas), excluding transmission/distribution losses;;;
variable;Final Energy|Transportation|Gases|Biomass;EJ/yr;final energy consumption by the transportation sector of biogas;;;
variable;Final Energy|Transportation|Gases|Electricity;EJ/yr;"final energy consumption by the transportation sector of e-fuel gas (""power-to-gas"")";;;
variable;Final Energy|Transportation|Gases|Fossil;EJ/yr;final energy consumption by the transportation sector of synthetic or derived gases of fossil origin;;;
variable;Final Energy|Transportation|Hydrogen;EJ/yr;final energy consumption by the transportation sector of hydrogen;;;
variable;Final Energy|Transportation|Hydrogen|Biomass;EJ/yr;final energy consumption by the transportation sector of hydrogen from biomass;;;
variable;Final Energy|Transportation|Hydrogen|Electricity;EJ/yr;final energy consumption by the transportation sector of green hydrogen;;;
variable;Final Energy|Transportation|Hydrogen|Fossil;EJ/yr;final energy consumption by the transportation sector of synthetic or derived Hydrogen of fossil origin;;;
variable;Final Energy|Transportation|Liquids;EJ/yr;final energy consumption by the transportation sector of refined liquids (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids);;;
variable;Final Energy|Transportation|Liquids|Biomass;EJ/yr;final energy consumption by the transportation sector of liquid biofuels;;;
variable;Final Energy|Transportation|Liquids|Electricity;EJ/yr;final energy consumption by the transportation sector of synthetic liquid efuels;;;
variable;Final Energy|Transportation|Liquids|Fossil;EJ/yr;final energy consumption by the transportation sector of fossil based liquids (from conventional & unconventional oil, coal-to-liquids, gas-to-liquids);;;
variable;Final Energy|Transportation|Other;EJ/yr;final energy consumption by the transportation sector of other sources that do not fit to any other category (please provide a definition of the sources in this category in the 'comments' tab);;;
variable;GDP|MER;billion US$2010/yr;GDP at market exchange rate;;;
variable;GDP|PPP;billion US$2010/yr;GDP converted to International $ using purchasing power parity (PPP);;;
variable;Gross Emissions|CO2;Mt CO2/yr;Gross CO2 emissions, not accounting for negative emissions e.g. from BECCS or AFOLU;;;
variable;Gross Emissions|CO2|Energy;Mt CO2/yr;Gross Fossil CO2 emissions from energy use on supply and demand side (IPCC category 1A, 1B), not accounting for negative emissions from BECCS;;;
variable;Gross Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;Gross Fossil CO2 emissions from energy use on supply and demand side (IPCC category 1A, 1B) and from industrial processes (IPCC categories 2A, B, C, E), including emissions from international bunkers, not accounting for negative emissions from BECCS;;;
variable;Gross Emissions|CO2|Energy|Demand;Mt CO2/yr;Gross Fossil CO2 emissions from fuel combustion in industry (IPCC category 1A2), residential, commercial, institutional sectors and agriculture, forestry, fishing (AFOFI) (IPCC category 1A4a, 1A4b, 1A4c), and transportation sector (IPCC category 1A3), excluding pipeline emissions (IPCC category 1A3ei), not accounting for negative emissions from BECCS;;;
variable;Gross Emissions|CO2|Energy|Demand|Industry;Mt CO2/yr;Gross Fossil CO2 emissions from fuel combustion in industry (IPCC category 1A2), not accounting for negative emissions from BECCS, excluding emissions related to feedstocks;;;
variable;Gross Emissions|CO2|Industrial Processes;Mt CO2/yr;Gross CO2 emissions from industrial processes (IPCC categories 2A, B, C, E), not accounting for negative emissions from BECCS;;;
variable;Import;billion US$2010/yr;total imports measured in monetary quantities.;;;
variable;Import|Agriculture;billion US$2010/yr;import of agricultural commodities measured in monetary units.;;;
variable;Import|Energy;billion US$2010/yr;import of energy commodities measured in monetary units.;;;
variable;Import|Industry;billion US$2010/yr;import of industrial (non-energy) commodities measured in monetary units.;;;
variable;Import|Industry|Chemicals|High Value Chemicals;billion US$2010/yr;Import of high value chemicals measured in monetary units;;;
variable;Import|Industry|Chemicals|High Value Chemicals|Volume;Mt/yr;Import of high value chemicals;;;
variable;Import|Industry|Chemicals|Plastics;billion US$2010/yr;Import of plastics measured in monetary units;;;
variable;Import|Industry|Chemicals|Plastics|Volume;Mt/yr;Import of plastics;;;
variable;Import|Industry|Iron and Steel;billion US$2010/yr;Import of iron & steel measured in monetary units;;;
variable;Import|Industry|Iron and Steel|Primary Steel;billion US$2010/yr;Import of primary steel measured in monetary units;;;
variable;Import|Industry|Iron and Steel|Primary Steel|Volume;Mt/yr;Import of primary steel;;;
variable;Import|Industry|Iron and Steel|Secondary Steel;billion US$2010/yr;Import of secondary steel measured in monetary units;;;
variable;Import|Industry|Iron and Steel|Secondary Steel|Volume;Mt/yr;Import of secondary steel;;;
variable;Import|Industry|Iron and Steel|Volume;Mt/yr;Import of iron & steel;;;
variable;Import|Industry|Non-Ferrous Metals;billion US$2010/yr;Import of non-ferrous metals measured in monetary units;;;
variable;Import|Industry|Non-Ferrous Metals|Aluminum;billion US$2010/yr;Import of aluminium measured in monetary units;;;
variable;Import|Industry|Non-Ferrous Metals|Aluminum|Volume;Mt/yr;Import of aluminium;;;
variable;Import|Industry|Non-Ferrous Metals|Volume;Mt/yr;Import of non-ferrous metals;;;
variable;Import|Industry|Non-Metallic Minerals;billion US$2010/yr;Import of non-metallic minerals measured in monetary units;;;
variable;Import|Industry|Non-Metallic Minerals|Cement;billion US$2010/yr;Import of cement measured in monetary units;;;
variable;Import|Industry|Non-Metallic Minerals|Cement|Volume;Mt/yr;Import of cement;;;
variable;Import|Industry|Non-Metallic Minerals|Volume;Mt/yr;Import of non-metallic minerals;;;
variable;Import|Industry|Other Sector;billion US$2010/yr;Import of other industry products measured in monetary units;;;
variable;Import|Industry|Pulp and Paper;billion US$2010/yr;Import of pulp and paper measured in monetary units;;;
variable;Import|Other;billion US$2010/yr;import of other commodities measured in monetary units (please provide a definition of the sources in this category in the 'comments' tab).;;;
variable;Inflow|[materials]|Buildings|[building types];kg/yr;Material inflows for buildings ;;;
variable;Inflow|[materials]|Cars|[car types];t/yr;Material inflows for cars ;;;
variable;Inflow|Concrete|[Product categories];t/yr;Concrete inflow ;;;
variable;Inflow|Concrete|Other|[demand sectors]|[Product categories];t/yr;Concrete inflow for other sectors ;;;
variable;Inflow|Plastics|[Product categories] ;t/yr;Plastics inflow ;;;
variable;Inflow|Plastics|Other|[demand sectors]|[Product categories];t/yr;Plastics inflow for other sectors ;;;
variable;Inflow|Steel|[Product categories];t/yr;Steel inflow;;;
variable;Inflow|Steel|Other|[demand sectors]|[Product categories];t/yr;Steel inflow for other sectors ;;;
variable;Interest Rate|Real;%;Real interest rate or return on capital that is relevant for energy system investments;;;
variable;Investment;billion US$2010/yr;Total economy wide investments (macroecomic capital stock, energy system, R&D, ...) ;;;
variable;Investment|Energy Demand|Transportation|Freight|Road|HDT|EV;billion US$2010/yr;investments into new vehicle technologies in the transport sector (heavy-duty freight trucks: electric vehicle technologies, including all-electrics and plug-in hybrids);;;
variable;Investment|Energy Demand|Transportation|Freight|Road|HDT|FCV;billion US$2010/yr;investments into new vehicle technologies in the transport sector (heavy-duty freight trucks: fuel cell technologies running on hydrogen or another type of fuel);;;
variable;Investment|Energy Demand|Transportation|Freight|Road|HDT|ICE;billion US$2010/yr;investments into new vehicle technologies in the transport sector (heavy-duty freight trucks: internal combustion engine technologies running on any type of liquid or gaseous fuel);;;
variable;Investment|Energy Demand|Transportation|Passenger|Road|LDV|EV;billion US$2010/yr;investments into new vehicle technologies in the transport sector (light-duty cars and trucks: electric vehicle technologies, including all-electrics and plug-in hybrids);;;
variable;Investment|Energy Demand|Transportation|Passenger|Road|LDV|FCV;billion US$2010/yr;investments into new vehicle technologies in the transport sector (light-duty cars and trucks: fuel cell technologies running on hydrogen or another type of fuel);;;
variable;Investment|Energy Demand|Transportation|Passenger|Road|LDV|ICE;billion US$2010/yr;investments into new vehicle technologies in the transport sector (light-duty cars and trucks: internal combustion engine technologies running on any type of liquid or gaseous fuel);;;
variable;Investment|Energy Efficiency;billion US$2010/yr;investments into the efficiency-increasing components of energy demand technologies;;;
variable;Investment|Energy Supply;billion US$2010/yr;Investments into the energy supply system;;;
variable;Investment|Energy Supply|CO2 Transport and Storage;billion US$2010/yr;investment in CO2 transport and storage (note that investment in the capturing equipment should be included along with the power plant technology);;;
variable;Investment|Energy Supply|Electricity;billion US$2010/yr;Investments into electricity generation and supply (including electricity storage and transmission & distribution);;;
variable;Investment|Energy Supply|Electricity|Biomass;billion US$2010/yr;investments in new power generation for the specified power plant category. If the model features several sub-categories, the total investments should be reported. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Electricity|Biomass|w/ CCS;billion US$2010/yr;investments in new power generation for the specified power plant category. If the model features several sub-categories, the total investments should be reported. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Electricity|Biomass|w/o CCS;billion US$2010/yr;investments in new power generation for the specified power plant category. If the model features several sub-categories, the total investments should be reported. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Electricity|Coal;billion US$2010/yr;investments in new power generation for the specified power plant category. If the model features several sub-categories, the total investments should be reported. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Electricity|Coal|w/ CCS;billion US$2010/yr;investments in new power generation for the specified power plant category. If the model features several sub-categories, the total investments should be reported. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Electricity|Coal|w/o CCS;billion US$2010/yr;investments in new power generation for the specified power plant category. If the model features several sub-categories, the total investments should be reported. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Electricity|Electricity Storage;billion US$2010/yr;investments in electricity storage technologies (e.g., batteries, compressed air storage reservoirs, etc.);;;
variable;Investment|Energy Supply|Electricity|Fossil;billion US$2010/yr;investments in new power generation for the specified power plant category. If the model features several sub-categories, the total investments should be reported. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Electricity|Gas;billion US$2010/yr;investments in new power generation for the specified power plant category. If the model features several sub-categories, the total investments should be reported. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Electricity|Gas|w/ CCS;billion US$2010/yr;investments in new power generation for the specified power plant category. If the model features several sub-categories, the total investments should be reported. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Electricity|Gas|w/o CCS;billion US$2010/yr;investments in new power generation for the specified power plant category. If the model features several sub-categories, the total investments should be reported. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Electricity|Geothermal;billion US$2010/yr;investments in new power generation for the specified power plant category. If the model features several sub-categories, the total investments should be reported. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Electricity|Hydro;billion US$2010/yr;investments in new power generation for the specified power plant category. If the model features several sub-categories, the total investments should be reported. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Electricity|Non-Biomass Renewables;billion US$2010/yr;investments in new power generation for the specified power plant category. If the model features several sub-categories, the total investments should be reported. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Electricity|Non-fossil;billion US$2010/yr;investments in new power generation for the specified power plant category. If the model features several sub-categories, the total investments should be reported. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Electricity|Nuclear;billion US$2010/yr;investments in new power generation for the specified power plant category. If the model features several sub-categories, the total investments should be reported. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Electricity|Ocean;billion US$2010/yr;investments in new power generation for the specified power plant category. If the model features several sub-categories, the total investments should be reported. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Electricity|Oil;billion US$2010/yr;investments in new power generation for the specified power plant category. If the model features several sub-categories, the total investments should be reported. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Electricity|Oil|w/ CCS;billion US$2010/yr;investments in new power generation for the specified power plant category. If the model features several sub-categories, the total investments should be reported. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Electricity|Oil|w/o CCS;billion US$2010/yr;investments in new power generation for the specified power plant category. If the model features several sub-categories, the total investments should be reported. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Electricity|Other;billion US$2010/yr;investments in new power generation for the specified power plant category. If the model features several sub-categories, the total investments should be reported. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Electricity|Solar;billion US$2010/yr;investments in new power generation for the specified power plant category. If the model features several sub-categories, the total investments should be reported. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Electricity|Transmission and Distribution;billion US$2010/yr;investments in transmission and distribution of power generation;;;
variable;Investment|Energy Supply|Electricity|Wind;billion US$2010/yr;investments in new power generation for the specified power plant category. If the model features several sub-categories, the total investments should be reported. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Extraction|Bioenergy;billion US$2010/yr;investments for extraction and production of bioenergy;;;
variable;Investment|Energy Supply|Extraction|Coal;billion US$2010/yr;investments for extraction and conversion of coal. These should include mining, shipping and ports;;;
variable;Investment|Energy Supply|Extraction|Fossil;billion US$2010/yr;investments for all types of fossil extraction;;;
variable;Investment|Energy Supply|Extraction|Gas;billion US$2010/yr;investments for extraction and conversion of natural gas. These should include upstream, LNG chain and transmission and distribution;;;
variable;Investment|Energy Supply|Extraction|Oil;billion US$2010/yr;investments for extraction and conversion of oil. These should include upstream, transport and refining;;;
variable;Investment|Energy Supply|Extraction|Uranium;billion US$2010/yr;investments for extraction and conversion of uranium. These should include mining, conversion and enrichment;;;
variable;Investment|Energy Supply|Heat;billion US$2010/yr;investments in heat generation facilities;;;
variable;Investment|Energy Supply|Hydrogen;billion US$2010/yr;investments for the production of hydrogen from all energy sources (fossil, biomass, electrolysis). For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Hydrogen|Fossil;billion US$2010/yr;investments for the production of hydrogen from the specified source. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Hydrogen|Other;billion US$2010/yr;investments for the production of hydrogen from the specified source. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Hydrogen|Renewable;billion US$2010/yr;investments for the production of hydrogen from the specified source. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Liquids;billion US$2010/yr;investments for the production of liquid fuels. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Liquids|Biomass;billion US$2010/yr;investments for the production of biofuels. These should not include the costs of the feedstock. For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Liquids|Coal and Gas;billion US$2010/yr;investments for the production of fossil-based synfuels (coal and gas). For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Liquids|Oil;billion US$2010/yr;investments for the production of fossil fuels from oil refineries For plants equipped with CCS, the investment in the capturing equipment should be included but not the one on transport and storage.;;;
variable;Investment|Energy Supply|Other;billion US$2010/yr;investments in other types of energy conversion facilities;;;
variable;Investment|Infrastructure;billion US$2010/yr;investment into infrastrucutre;;;
variable;Investment|Infrastructure|Industry|Green;billion US$2010/yr;investment into industrial infrastructure (all types of new factories, plants, manufacturing facilities, etc. that are more efficient and utilize clean energy, as well as retrofits of non-green infrastructure to be more efficient and use clean energy);;;
variable;Investment|Infrastructure|Industry|Non-Green;billion US$2010/yr;investment into industrial infrastructure (all types of new factories, plants, manufacturing facilities, etc. that are not overly efficient and do not utilize clean energy, as well as retrofits of non-green infrastructure that are neither efficient nor use clean energy);;;
variable;Investment|Infrastructure|Residential and Commercial|Building Retrofits;billion US$2010/yr;investment into residential and commercial buildings infrastructure (all types of existing buildings that have been retrofitted to become more energy efficient);;;
variable;Investment|Infrastructure|Residential and Commercial|High-Efficiency Buildings;billion US$2010/yr;investment into residential and commercial buildings infrastructure (all types of new buildings that are relatively high in their energy efficiency);;;
variable;Investment|Infrastructure|Residential and Commercial|Low-Efficiency Buildings;billion US$2010/yr;investment into residential and commercial buildings infrastructure (all types of new buildings that are relatively low in their energy efficiency);;;
variable;Investment|Infrastructure|Residential and Commercial|Medium-Efficiency Buildings;billion US$2010/yr;investment into residential and commercial buildings infrastructure (all types of new buildings that are relatively medium-range in their energy efficiency);;;
variable;Investment|Infrastructure|Transport;billion US$2010/yr;investment into transport infrastructure - both newly constructed and maintenance of existing (all types: roads, bridges, ports, railways, refueling stations and charging infrastructure, etc.). Please specify in the comments section the type of infastructure that is being referred to here.;;;
variable;Investment|Infrastructure|Water|Cooling;billion US$2010/yr;investment into water-related infrastructure (thermal cooling at energy and industrial facilities);;;
variable;Investment|Infrastructure|Water|Irrigation;billion US$2010/yr;investment into water-related infrastructure (conveyance of water via canals, aqueducts, irrigation ditches, pumps, etc.);;;
variable;Investment|Infrastructure|Water|Other;billion US$2010/yr;investment into water-related infrastructure (other than for thermal cooling and irrigation);;;
variable;Investment|Petrochemicals|Biomass pyrolysis and gasification;Mio €_2022/yr;Investment in plants to produce syngas from biomass, including combined pyrolysis and gasification;ITOM-PetChem;;WI
variable;Investment|Petrochemicals|Chemical Reycling;Mio €_2022/yr;Investment in plants for chemical recycling, including both pyrolysis and gasification plants;ITOM-PetChem;;WI
variable;Investment|Petrochemicals|CO2 capture;Mio €_2022/yr;Investment in CO2 capture plants;ITOM-PetChem;;WI
variable;Investment|Petrochemicals|Methanol Synthesis;Mio €_2022/yr;Investment in methanol synthesis (from syngas);ITOM-PetChem;;WI
variable;Investment|Petrochemicals|MtO + MtA;Mio €_2022/yr;Investment in plants to produce HVC from methanol, including both MtO and MtA plants;ITOM-PetChem;;WI
variable;Investment|Petrochemicals|Other Biomass to Chemicals Routes;Mio €_2022/yr;Investments in plants to produce sugar from lignocellulosic biomass via Organosolv process;ITOM-PetChem;;WI
variable;Investment|RnD|Energy Supply;billion US$2010/yr;Investments into research and development, energy supply sector;;;
variable;Investment|Steel|DRI-EAF/SAF routes;Mio €_2022 / year;Investment in DRI routes, including DRI shaft furnaces, electric arc furnaces and electric smelters;ITOM-Steel;;WI
variable;Lifetime|Electricity|Biomass|w/ CCS;years;Lifetime of a new biomass power plant with CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Biomass|w/ CCS|2, ... Lifetime|Electricity|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ;;;
variable;Lifetime|Electricity|Biomass|w/o CCS;years;Lifetime of a new biomass power plant w/o CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Biomass|w/o CCS|2, ... Lifetime|Electricity|Biomass|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ;;;
variable;Lifetime|Electricity|Coal|w/ CCS;years;Lifetime of a new coal power plant with CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Coal|w/ CCS|2, ... Lifetime|Electricity|Coal|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ;;;
variable;Lifetime|Electricity|Coal|w/o CCS;years;Lifetime of a new coal power plant w/o CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Coal|w/o CCS|2, ... Lifetime|Electricity|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ;;;
variable;Lifetime|Electricity|Gas|w/ CCS;years;Lifetime of a new gas power plant with CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Gas|w/ CCS|2, ... Lifetime|Electricity|Gas|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ;;;
variable;Lifetime|Electricity|Gas|w/o CCS;years;Lifetime of a new gas power plant w/o CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Gas|w/o CCS|2, ... Lifetime|Electricity|Gas|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ;;;
variable;Lifetime|Electricity|Geothermal;years;Lifetime of a new geothermal power plant. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Geothermal|2, ... Lifetime|Electricity|Geothermal|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ;;;
variable;Lifetime|Electricity|Hydro;years;Lifetime of a new hydropower plant. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Hydro|2, ... Lifetime|Electricity|Hydro|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ;;;
